Epoch	AverageEpRet_extr	StdEpRet_extr	MaxEpRet_extr	MinEpRet_extr	EpRet_intr	EpLen	VVals_extr	VVals_intr	LossPi	LossV_extr	LossV_intr	LossRND	DeltaLossPi	DeltaLossV_extr	DeltaLossV_intr	TotalEnvInteracts	Entropy	KL	ClipFrac	StopIter	Time
10	-200.0	0.0	-200.0	-200.0	0.016843086	200.0	-51.601322	12.603591	-1.291434e-07	772.1069	21.243204	8.856089e-05	-0.00030918917	-172.44637	-2.3027275	44000	0.69100505	0.00284262	0.0	79.0	30.644003868103027
11	-200.0	0.0	-200.0	-200.0	0.013221484	200.0	-55.315556	11.511007	3.8494665e-08	658.14954	18.29178	7.625516e-05	-0.003401924	-151.56224	-2.537854	48000	0.7510989	0.006328784	0.03153153	79.0	33.81644034385681
12	-200.0	0.0	-200.0	-200.0	0.031458266	200.0	-58.860462	10.290232	-8.940697e-08	557.85913	95.94016	0.00013619104	-0.0034361903	-132.54765	-9.993481	52000	0.8408521	0.010151258	0.011761762	79.0	36.515822887420654
13	-200.0	0.0	-200.0	-200.0	0.024965404	200.0	-62.2374	12.709258	8.940697e-08	470.03665	48.566227	0.00011654401	-0.00442229	-115.29291	-0.07632959	56000	0.9303511	0.0048071463	0.023773775	79.0	38.93510317802429
14	-200.0	0.0	-200.0	-200.0	0.015419113	200.0	-65.44682	12.971866	9.189049e-08	393.54016	15.914898	7.5467535e-05	-0.0024571882	-99.69953	-4.390478	60000	0.99198914	0.007721474	0.040040042	79.0	41.40201163291931
15	-200.0	0.0	-200.0	-200.0	0.014832457	200.0	-68.48919	11.28265	1.9868216e-08	327.29086	27.229507	6.946014e-05	-0.002870962	-85.67315	-2.7520072	64000	0.964962	0.016111827	0.0497998	25.0	43.20924520492554
16	-200.0	0.0	-200.0	-200.0	0.028281247	200.0	-71.365555	9.897987	-1.6887982e-07	270.26215	59.8864	0.00012774108	-0.0041873683	-73.11979	-8.414824	68000	1.0286893	0.015676815	0.2077077	8.0	45.002954959869385
17	-200.0	0.0	-200.0	-200.0	0.017556667	200.0	-74.07664	12.323274	8.940697e-08	221.5125	13.804753	8.601218e-05	-0.0049074404	-61.957348	-1.521423	72000	1.0781373	0.0075181075	0.0	79.0	47.29583406448364
18	-200.0	0.0	-200.0	-200.0	0.020534132	200.0	-76.62323	11.298864	9.934108e-09	180.13013	37.142864	0.00012007541	-0.0040479824	-52.09534	-2.5138843	76000	1.0624914	0.016277773	0.38013014	15.0	49.13542819023132
19	-200.0	0.0	-200.0	-200.0	0.043999318	200.0	-79.00685	12.668837	-2.9802322e-08	145.26788	180.99178	0.00018464895	-0.006254546	-43.445343	-26.475616	80000	0.9932371	0.0069700987	0.06506506	79.0	51.33834433555603
20	-200.0	0.0	-200.0	-200.0	0.019895859	200.0	-81.22934	17.156506	-1.0430813e-07	116.13798	43.075886	9.525938e-05	-0.0032326449	-35.91821	-10.057956	84000	1.0155121	0.0067871823	0.058308307	79.0	53.59124207496643
21	-200.0	0.0	-200.0	-200.0	0.0225503	200.0	-83.292984	14.40525	5.4637592e-08	92.00254	50.86234	0.00011381487	-0.0048244377	-29.422842	-0.07680035	88000	1.0038103	0.007333171	0.056056056	79.0	55.907254457473755
22	-200.0	0.0	-200.0	-200.0	0.052135006	200.0	-85.20064	14.136844	4.967054e-09	72.18839	159.25742	0.00020686978	-0.004515816	-23.869436	-39.505344	92000	0.92452973	0.015572437	0.18918918	7.0	57.73586583137512
23	-200.0	0.0	-200.0	-200.0	0.026326915	200.0	-86.95594	19.695587	-4.8428774e-08	56.085148	45.38158	0.00012921565	-0.0056669656	-19.171206	-4.5513654	96000	0.9480273	0.00891931	0.08933934	79.0	60.5552339553833
24	-200.0	0.0	-200.0	-200.0	0.021990253	200.0	-88.56315	17.822218	1.4901161e-08	43.114258	31.001287	0.00010463188	-0.0043971515	-15.230746	-9.140144	100000	0.87615424	0.012454532	0.10535535	79.0	63.00120973587036
25	-200.0	0.0	-200.0	-200.0	0.02131405	200.0	-90.026855	15.075937	2.9802322e-08	32.785374	32.67722	9.5369374e-05	-0.0011280873	-11.966338	-3.9216135	104000	0.7792476	0.0044448557	0.007257257	79.0	65.36230373382568
26	-200.0	0.0	-200.0	-200.0	0.021326607	200.0	-91.352646	13.249552	-9.934107e-08	24.648954	31.107256	8.942286e-05	-0.0012646659	-9.291799	-1.2886367	108000	0.76057464	0.0005262526	0.002002002	79.0	67.63766479492188
27	-200.0	0.0	-200.0	-200.0	0.0274555	200.0	-92.54646	12.188019	2.4835268e-08	18.313028	56.907806	0.00011388012	-0.003464507	-7.1270156	-1.1697412	112000	0.72989345	0.015855033	0.28128126	8.0	69.3868579864502
28	-200.0	0.0	-200.0	-200.0	0.025950653	200.0	-93.61505	13.206285	-6.953875e-08	13.437467	26.421438	9.716763e-05	-0.005580172	-5.3963914	-0.15368772	116000	0.8777568	0.00672456	0.08633634	79.0	71.73507070541382
29	-200.0	0.0	-200.0	-200.0	0.02957286	200.0	-94.56503	12.834923	9.934108e-09	9.737479	50.998676	0.00012880216	-0.0053467657	-4.033228	-3.3287551	120000	0.77845937	0.01826174	0.1674174	6.0	73.47209620475769
30	-200.0	0.0	-200.0	-200.0	0.046365112	200.0	-95.40452	14.595642	-2.4835268e-08	6.9599285	94.084724	0.00018029055	-0.00066663855	-2.9713395	-17.577522	124000	0.82890326	0.016916404	0.2872873	5.0	75.10289192199707
31	-200.0	0.0	-200.0	-200.0	0.033618335	200.0	-96.140686	18.633127	-1.9868216e-08	4.909096	69.09472	0.00015518568	-0.0026631777	-2.1592479	-0.005534649	128000	0.79145473	0.0069522057	0.057807807	79.0	77.38157415390015
32	-200.0	0.0	-200.0	-200.0	0.036982957	200.0	-96.78165	18.610086	9.934108e-09	3.4140985	70.00445	0.00017354118	-0.0020009906	-1.5461982	-1.8647823	132000	0.673559	0.0017443546	0.016516516	79.0	79.67379665374756
33	-200.0	0.0	-200.0	-200.0	0.03237216	200.0	-97.33573	19.942518	2.7318796e-08	2.339464	43.92601	0.0001503291	-0.001306825	-1.0902194	-0.5005021	136000	0.6881234	0.0030294394	0.020770771	79.0	81.94980931282043
34	-200.0	0.0	-200.0	-200.0	0.027593592	200.0	-97.81105	19.248144	1.9868216e-08	1.579286	39.70824	0.00011193059	-0.0042355	-0.7568217	-6.631981	140000	0.74112135	0.0041295583	0.0492993	79.0	84.25452017784119
35	-200.0	0.0	-200.0	-200.0	0.026333341	200.0	-98.215385	16.69089	9.934108e-09	1.0499443	25.516375	0.00011839157	-0.002468764	-0.5170962	-1.3204719	144000	0.6884463	0.00690355	0.055555552	79.0	86.56922101974487
36	-200.0	0.0	-200.0	-200.0	0.032029007	200.0	-98.556816	15.542795	-1.4901161e-08	0.68618464	31.264486	0.00012618893	-0.0022129286	-0.34701905	-0.0297153	148000	0.59951866	0.003626801	0.029029028	79.0	89.20926403999329
37	-200.0	0.0	-200.0	-200.0	0.027827242	200.0	-98.84248	15.715182	-9.934108e-09	0.44134772	24.745913	0.00012217114	-0.0012725407	-0.22908066	-0.21059525	152000	0.5406859	0.00068069965	0.018768769	79.0	91.85669302940369
38	-200.0	0.0	-200.0	-200.0	0.0256902	200.0	-99.07937	15.249967	-1.4901161e-08	0.2793955	33.411793	0.00010753417	-0.0018555106	-0.14879872	-1.0756739	156000	0.5276368	0.0049174475	0.034534536	79.0	94.2524631023407
39	-200.0	0.0	-200.0	-200.0	0.023658738	200.0	-99.27419	14.196042	2.9802322e-08	0.17369707	38.61555	9.732751e-05	-0.0022274014	-0.094775856	-1.0790532	160000	0.44882998	0.0046739304	0.06381381	79.0	96.58909177780151
40	-200.0	0.0	-200.0	-200.0	0.026619568	200.0	-99.43338	13.146357	-1.4901161e-08	0.10581734	27.884275	0.000119898796	-0.0024376821	-0.0591362	-0.53297263	164000	0.3903698	0.0023669775	0.055555556	79.0	98.8072988986969
41	-200.0	0.0	-200.0	-200.0	0.02418217	200.0	-99.561455	13.885925	9.934108e-09	0.063330814	20.305769	0.00010231359	-0.0018334392	-0.036225945	-0.33420324	168000	0.41532123	0.00510278	0.054804806	79.0	100.93406200408936
42	-200.0	0.0	-200.0	-200.0	0.021097103	200.0	-99.66383	13.297695	-9.934108e-09	0.03701185	14.521149	9.633566e-05	-0.0018090233	-0.021623075	-0.5829711	172000	0.427605	0.0044513238	0.038288288	79.0	103.16521382331848
43	-200.0	0.0	-200.0	-200.0	0.025147634	200.0	-99.744514	12.518147	2.483527e-09	0.021486094	17.303972	0.00011137832	-0.002467839	-0.012855716	-0.42339087	176000	0.3749697	0.0081638275	0.04104104	79.0	105.3726954460144
44	-200.0	0.0	-200.0	-200.0	0.017452551	200.0	-99.808014	13.182166	-4.4703484e-08	0.012095477	17.117193	7.936819e-05	-0.003966113	-0.0073869377	-2.7755394	180000	0.41632771	0.0048932964	0.076576576	79.0	107.69791841506958
45	-200.0	0.0	-200.0	-200.0	0.01676291	200.0	-99.8569	11.479994	-1.6142925e-08	0.006716179	11.708637	7.049941e-05	-0.0010403213	-0.0041887914	-1.6292053	184000	0.44153324	0.0022044014	0.011511512	79.0	110.00338840484619
46	-200.0	0.0	-200.0	-200.0	0.010589126	200.0	-99.894615	10.177773	4.4703484e-08	0.0036638118	11.808574	4.6146655e-05	-0.001561095	-0.0023335728	-5.175545	188000	0.48332158	0.0034324548	0.040790793	79.0	112.27391147613525
47	-200.0	0.0	-200.0	-200.0	0.014357221	200.0	-99.923515	7.861333	0.0	0.0019059215	8.986095	5.9846283e-05	-0.0016461179	-0.0012307479	-0.0113328295	192000	0.42655492	0.003660192	0.053303305	79.0	114.68324995040894
48	-200.0	0.0	-200.0	-200.0	0.013635762	200.0	-99.94447	7.756313	-1.2417634e-08	0.0010091948	6.2612495	6.037102e-05	-0.002240305	-0.00066635356	-0.00062497455	196000	0.38641095	0.004711895	0.041041043	79.0	117.17347860336304
49	-200.0	0.0	-200.0	-200.0	0.014794267	200.0	-99.960014	7.754997	0.0	0.00050124613	15.246785	5.6761073e-05	-0.0013492346	-0.0003330869	-0.010320465	200000	0.35981083	0.0050284467	0.033783782	79.0	120.07278251647949
50	-197.16667	9.397103	-166.0	-200.0	0.0072682095	197.16667	-99.971535	7.7247634	-1.4901161e-08	118.71281	10.036683	3.09219e-05	-0.00039956626	-3.164024	-3.8346422	204000	0.36836496	0.002459578	0.012762763	79.0	122.47421503067017
51	-200.0	0.0	-200.0	-200.0	0.005658105	200.0	-98.87589	5.7440114	7.947286e-08	0.4168571	4.6571875	2.2860191e-05	-0.0011335803	-0.25247183	-2.0530622	208000	0.3405396	0.0034391917	0.030780783	79.0	124.70261287689209
52	-200.0	0.0	-200.0	-200.0	0.0055664466	200.0	-99.1613	4.297066	1.9868216e-08	0.23139341	3.6943443	2.5647789e-05	-0.0019522127	-0.16374922	-0.2757717	212000	0.31820992	0.0011551325	0.018268269	79.0	126.98686170578003
53	-200.0	0.0	-200.0	-200.0	0.004910031	200.0	-99.4329	3.7679482	-2.9802322e-08	0.10621927	1.8838309	2.0032827e-05	-0.0017128052	-0.07586702	-0.34466818	216000	0.27498806	0.0068895984	0.0508008	79.0	129.30746483802795
54	-200.0	0.0	-200.0	-200.0	0.0060393293	200.0	-99.619606	3.1789427	4.967054e-09	0.047233384	1.5027684	2.2156315e-05	-0.0018904111	-0.034124944	-0.005979938	220000	0.3065293	0.0030239578	0.035785783	79.0	131.545982837677
55	-200.0	0.0	-200.0	-200.0	0.0035513844	200.0	-99.747795	3.1029184	-2.9802322e-08	0.020855347	0.9380763	1.4572142e-05	-0.0024129443	-0.015286687	-0.37842157	224000	0.27396038	0.008480226	0.041541543	79.0	133.92048025131226
56	-200.0	0.0	-200.0	-200.0	0.0033230183	200.0	-99.83512	2.4906206	2.4835268e-08	0.008827788	0.6336232	1.2612026e-05	-0.001070654	-0.0065148775	-0.17613454	228000	0.32287887	0.005050981	0.029029028	79.0	136.06565809249878
57	-198.91667	3.5930102	-187.0	-200.0	0.002615288	198.91667	-99.8923	2.0725193	7.450581e-09	119.86948	0.549905	1.0048788e-05	-0.000106109925	-3.719884	-0.14027129	232000	0.3495405	0.0027093627	0.020270271	79.0	138.34038543701172
58	-198.58333	4.6985517	-183.0	-200.0	0.0017260151	198.58333	-98.5353	1.7010839	-1.4901161e-08	114.71902	0.36775354	6.945675e-06	-0.0001875069	-1.6289434	-0.15379491	236000	0.34340277	0.0015795692	0.002752753	79.0	140.6495020389557
59	-198.25	5.8040934	-179.0	-200.0	0.0013190404	198.25	-97.614876	1.3129709	1.2417634e-08	111.87368	0.21102804	4.989924e-06	-0.0005360643	-8.16043	-0.107521944	240000	0.3243546	0.0023176465	0.014264266	79.0	142.8962426185608
60	-200.0	0.0	-200.0	-200.0	0.0010833492	200.0	-96.437546	0.9889574	-4.9670536e-08	6.8550963	0.123069964	4.143747e-06	-0.00069694937	-5.958366	-0.04878452	244000	0.29787174	-0.00061276194	0.008508508	79.0	145.1688871383667
61	-194.83333	11.560229	-168.0	-200.0	0.0007124546	194.83333	-98.1079	0.77173936	-9.934108e-09	220.60417	0.086173035	2.5504003e-06	-0.00047693402	-52.50838	-0.049014777	248000	0.30139083	0.001494123	0.00925926	79.0	147.84427165985107
62	-196.16667	9.4413395	-166.0	-200.0	0.00059172424	196.16667	-95.02456	0.5535513	-1.9868216e-08	231.10425	0.034541667	2.3067726e-06	-0.0007748765	-18.308474	-0.015559533	252000	0.29006866	0.008460559	0.06306306	79.0	150.65393114089966
63	-195.16667	12.0404415	-158.0	-200.0	0.00047512367	195.16667	-91.006836	0.43099567	-4.967054e-09	236.89857	0.021094156	1.7922648e-06	-0.0005668358	-19.01243	-0.009381544	256000	0.31331867	0.0014924025	0.004004004	79.0	152.95712566375732
64	-197.91667	5.8088775	-179.0	-200.0	0.00025198472	197.91667	-89.67462	0.33624238	0.0	162.83269	0.017998578	9.633906e-07	-0.0019057654	-30.65304	-0.011430889	260000	0.33067876	0.00446667	0.023773775	79.0	155.320068359375
65	-186.91667	18.723684	-154.0	-200.0	0.00016003421	186.91667	-90.51714	0.23091733	-9.934108e-09	234.72246	0.008478482	6.7729803e-07	-0.0013552252	-53.13936	-0.005397173	264000	0.2821436	0.0004979538	0.011761762	79.0	157.50538778305054
66	-187.0	17.76433	-153.0	-200.0	0.00014091785	187.0	-85.81041	0.1583441	-7.450581e-09	268.95395	0.0031073932	6.145878e-07	-0.0023003302	-68.73612	-0.0015664302	268000	0.24502869	0.0012585033	0.016766766	79.0	159.75398588180542
67	-173.28572	18.82031	-150.0	-200.0	0.000107014945	173.28572	-74.70675	0.11924142	-4.967054e-09	285.92532	0.0014608358	5.321211e-07	-0.0020618634	-58.710175	-0.00079502555	272000	0.23368573	0.00084522617	0.014014016	79.0	161.9547634124756
68	-175.93333	22.7434	-151.0	-200.0	6.959642e-05	175.93333	-71.90344	0.09121278	2.9802322e-08	222.96046	0.0011814329	3.2024482e-07	-0.0023624257	-16.233236	-0.00074321544	276000	0.21729285	0.0022917357	0.021521524	79.0	164.34517359733582
69	-169.875	21.499636	-145.0	-200.0	5.1189396e-05	169.875	-69.979744	0.064615525	-9.934108e-09	186.47449	0.0005663449	2.5283177e-07	-0.0022974228	-28.190887	-0.0003779029	280000	0.22648753	0.0011029631	0.018768769	79.0	166.597069978714
70	-169.0	22.747894	-143.0	-200.0	3.8949136e-05	169.0	-65.920616	0.04493493	-9.934108e-09	188.9066	0.00023897843	2.1990807e-07	-0.002654165	-21.272306	-0.00013427243	284000	0.19895327	0.0013262156	0.019269269	79.0	168.749853849411
71	-169.52942	23.004137	-135.0	-200.0	5.720293e-05	169.52942	-63.122143	0.033508796	-3.4769375e-08	133.51183	6.5364606e-05	3.0807962e-07	-0.0018394267	-24.533571	-5.0203976e-06	288000	0.21368413	0.00062834966	0.013263263	79.0	171.09206819534302
72	-153.65	17.718	-122.0	-199.0	3.0454214e-05	153.65	-56.50231	0.030957814	1.7384687e-08	101.713104	0.00013122211	1.9820061e-07	-0.0016005645	-17.560274	-5.5443757e-05	292000	0.1867658	0.001079306	0.013513514	79.0	173.35170483589172
73	-154.09091	17.322893	-133.0	-200.0	2.8347735e-05	154.09091	-53.630604	0.02382556	-2.483527e-09	58.08632	8.926253e-05	1.7940958e-07	-0.0018018829	-20.373962	-3.9942275e-05	296000	0.21547736	0.0015508118	0.015015016	79.0	175.55063915252686
74	-154.57895	21.337675	-123.0	-200.0	3.80344e-05	154.57895	-51.41149	0.017302362	-9.934108e-09	70.74643	7.274727e-05	2.3014029e-07	-0.0024970518	-18.723745	-1.032432e-06	300000	0.18618174	9.021603e-05	0.016516516	79.0	178.00502514839172
75	-157.66667	25.349619	-115.0	-200.0	2.8350227e-05	157.66667	-54.30443	0.018058132	-1.9868216e-08	66.53045	6.11009e-05	1.6881194e-07	-0.0018520929	-5.925012	-7.524603e-06	304000	0.19694282	0.00065020786	0.018268269	79.0	180.78266263008118
76	-151.66667	23.827421	-113.0	-200.0	2.499856e-05	151.66667	-52.586273	0.015455572	1.7384687e-08	51.147564	6.830391e-05	1.5906384e-07	-0.0024771744	-5.003139	-7.2516555e-06	308000	0.18604432	0.0031181618	0.027527526	79.0	183.26725506782532
77	-153.83333	29.13808	-109.0	-200.0	2.1781605e-05	153.83333	-53.523922	0.01233853	4.967054e-09	92.93365	6.1819526e-05	1.3484e-07	-0.0026183699	-13.547631	-2.009893e-06	312000	0.2006222	0.015087896	0.08608609	18.0	184.9424135684967
78	-137.65	31.337318	-93.0	-183.0	2.7169717e-05	137.65	-52.698822	0.011098923	-7.450581e-09	60.24632	6.402613e-05	1.9794997e-07	-0.0017386457	-10.048303	-2.1230062e-06	316000	0.18537147	0.0014893756	0.024024025	79.0	187.18710827827454
79	-144.09525	24.813408	-94.0	-200.0	2.2504828e-05	144.09525	-51.421833	0.012931238	-4.967054e-09	38.85119	6.1414794e-05	1.4385942e-07	-0.0027357906	-6.945837	-2.1273609e-06	320000	0.21428867	0.0029489931	0.024024025	79.0	189.4046971797943
80	-140.39131	32.963406	-94.0	-200.0	1.9850699e-05	140.39131	-52.376976	0.011153616	0.0	61.513203	4.487934e-05	1.3221609e-07	-0.0024776498	-11.169033	-4.4940693e-06	324000	0.1885686	0.0018237327	0.026526526	79.0	191.6680142879486
81	-129.58333	34.365578	-88.0	-191.0	1.5809108e-05	129.58333	-52.15615	0.008791968	1.4901161e-08	55.754658	5.054056e-05	1.16611055e-07	-0.0014198646	-8.563796	-4.42337e-06	328000	0.19000639	0.0012010623	0.021021022	79.0	193.7716338634491
82	-124.521736	33.32693	-88.0	-200.0	1.8002744e-05	124.521736	-49.140816	0.0068853977	4.967054e-09	60.89592	8.789566e-05	1.3822945e-07	-0.0026444339	-5.454967	-1.9145025e-06	332000	0.17529254	0.0010184193	0.01951952	79.0	195.9772434234619
83	-144.5238	36.01801	-92.0	-191.0	1.881856e-05	144.5238	-49.84895	0.008235976	4.967054e-09	49.02196	5.4690685e-05	1.2508063e-07	-0.0017792666	-5.122826	-2.0036047e-07	336000	0.16842721	0.0040019415	0.042292293	79.0	198.28359127044678
84	-133.04	32.68208	-87.0	-200.0	2.5886846e-05	133.04	-50.57989	0.008013009	-2.483527e-09	58.8067	5.662351e-05	1.7874022e-07	-0.001362972	-5.356798	-1.9686888e-06	340000	0.16326535	0.0027158863	0.020520521	79.0	200.53221487998962
85	-126.32	35.562588	-86.0	-200.0	4.002979e-05	126.32	-49.14852	0.009275101	0.0	53.65903	0.00014291484	3.0667243e-07	-0.0018283181	-3.431263	-4.3059485e-05	344000	0.1625577	0.0021884446	0.029029032	79.0	202.7932140827179
86	-133.0	34.472015	-90.0	-197.0	2.1194739e-05	133.0	-49.022278	0.015714008	-2.6077032e-08	58.90381	6.523607e-05	1.455954e-07	-0.0012298101	-4.749804	-1.2551606e-05	348000	0.1477025	0.0016469281	0.036286283	79.0	205.15491485595703
87	-121.066666	27.93914	-88.0	-187.0	1.6050088e-05	121.066666	-47.62751	0.012583415	-2.9802322e-08	43.299164	6.193275e-05	1.23416e-07	-0.0018511185	-9.640264	-1.4975842e-05	352000	0.14170806	0.002911608	0.029779783	79.0	207.41755175590515
88	-112.25	27.13146	-87.0	-200.0	1.1289164e-05	112.25	-45.865997	0.0082809385	9.934108e-09	66.63063	5.5954468e-05	9.91645e-08	-0.0022212751	-8.165585	-9.502194e-06	356000	0.13883185	0.0030964147	0.029279279	79.0	209.6861755847931
89	-122.40741	31.432774	-86.0	-184.0	3.239521e-05	122.40741	-45.32278	0.005838205	9.934108e-09	44.787567	0.00012275281	2.4525465e-07	-0.0016367178	-5.9891076	-2.3810384e-05	360000	0.12999703	0.0018312923	0.024774775	79.0	212.5044708251953
90	-117.03704	24.134623	-87.0	-178.0	2.1757256e-05	117.03704	-46.218822	0.010795084	-7.450581e-09	32.270153	3.9246886e-05	1.7610046e-07	-0.0012329826	-2.2228038	-2.4490325e-06	364000	0.13237798	0.0016010477	0.012012012	79.0	215.09897661209106
91	-112.10714	15.834725	-88.0	-165.0	2.2541177e-05	112.10714	-45.301056	0.009289376	4.967054e-09	22.433569	4.182172e-05	1.9040029e-07	-0.0015394958	-8.318195	-1.3432691e-07	368000	0.12618351	0.0010283884	0.008758759	79.0	217.4075767993927
92	-120.666664	24.583944	-85.0	-179.0	3.957521e-05	120.666664	-44.69569	0.009405991	0.0	29.87272	8.25985e-05	3.175644e-07	-0.0018380698	-6.217298	-2.6793918e-05	372000	0.124613725	0.0006676207	0.0077577583	79.0	219.72348737716675
93	-115.2	22.156113	-86.0	-180.0	2.4500752e-05	115.2	-44.467854	0.014457366	2.3593506e-08	25.307764	3.6177214e-05	2.0719055e-07	-0.0020846606	-1.2934488	-2.649712e-06	376000	0.11175141	0.0011403613	0.022022024	79.0	221.92406392097473
94	-108.10345	18.36478	-85.0	-159.0	1.917842e-05	108.10345	-43.011253	0.013008165	0.0	21.300703	3.6392154e-05	1.7245206e-07	-0.0015854881	-1.0495547	-7.881004e-06	380000	0.11676184	0.0010294804	0.014264266	79.0	224.2316083908081
95	-109.6875	20.82132	-85.0	-183.0	2.8217102e-05	109.6875	-42.9142	0.010019945	4.967054e-09	25.193117	4.709189e-05	2.5043425e-07	-0.00084542047	-2.292632	-1.9919592e-06	384000	0.09957818	0.0016931718	0.008258259	79.0	226.50184321403503
96	-111.46667	22.890657	-85.0	-184.0	1.1466959e-05	111.46667	-42.808956	0.01127552	-1.2417634e-08	31.87683	5.8622983e-05	9.935195e-08	-0.00077768165	-2.259236	-1.78887e-05	388000	0.10450957	0.0008318568	0.0065065064	79.0	228.71783876419067
97	-111.0	19.306957	-85.0	-170.0	1.3340326e-05	111.0	-43.350925	0.0072825393	2.483527e-09	16.381683	4.12027e-05	1.1598212e-07	-0.0013385786	-1.2977642	-3.7734314e-06	392000	0.10629114	0.0016969726	0.0050050053	79.0	231.15278673171997
98	-110.0	18.708286	-85.0	-156.0	1.1828882e-05	110.0	-43.86385	0.00519872	-1.7384687e-08	26.440226	3.4386805e-05	9.9581236e-08	-0.0014852579	-2.1401606	-3.050948e-06	396000	0.1042622	0.0006801987	0.013513514	79.0	233.5088188648224
99	-113.333336	24.979101	-85.0	-182.0	1.1948942e-05	113.333336	-43.433796	0.0034911386	9.934108e-09	27.611374	3.4751345e-05	9.982964e-08	-0.001154763	-0.9961901	-2.0479927e-06	400000	0.10585141	0.0014536176	0.008258258	79.0	235.80661463737488
100	-108.96774	20.05715	-85.0	-184.0	2.1475526e-05	108.96774	-42.421303	0.001842487	-1.9868216e-08	48.462788	6.0232833e-05	1.9325735e-07	-0.0005825578	-7.4158177	-8.495186e-06	404000	0.0942026	0.0003537417	0.0065065064	79.0	238.5315980911255
101	-110.7	18.753044	-85.0	-167.0	4.200042e-05	110.7	-43.309834	0.0052142474	-9.934108e-09	15.825522	0.00015596871	3.7350947e-07	-0.0014979225	-5.226301	-7.6957884e-05	408000	0.099689186	0.0013308426	0.007007007	79.0	241.23110556602478
102	-106.09091	15.058198	-84.0	-131.0	1.2762157e-05	106.09091	-40.818035	0.014148865	7.450581e-09	6.593128	5.2465184e-05	1.14307085e-07	-0.0038737878	-2.7071865	-3.1257896e-05	412000	0.09239503	0.006024614	0.0125125125	79.0	243.47083187103271
103	-110.1	25.575184	-84.0	-200.0	1.5781505e-05	110.1	-40.865017	0.008100127	4.967054e-09	53.85196	4.110967e-05	1.3794461e-07	-0.0014153678	-18.694525	-1.6862176e-06	416000	0.10317549	0.0025173917	0.028778782	79.0	245.6980996131897
104	-108.31035	19.116888	-84.0	-162.0	4.3390446e-05	108.31035	-42.62614	0.006955819	-2.2351742e-08	20.883612	0.00015685726	3.932687e-07	-0.0014182084	-3.873602	-7.201727e-05	420000	0.09641964	0.0016725588	0.010760762	79.0	247.93692278862
105	-109.5625	22.693525	-85.0	-200.0	1.0269446e-05	109.5625	-42.493454	0.015282385	0.0	52.89749	7.881614e-05	8.514001e-08	-0.00077138096	-10.011602	-4.7960977e-05	424000	0.10076418	0.0013474276	0.006006006	79.0	250.2232813835144
